COD,Trial  #,Year,Date,Time,Site,Latitude N,Longitude W,State park,Water temp F,Air temp ?F,Method,Bait,Depth ft,Bottom type,Tidal stage,Weather,Moon phase,Species,Sex,Maturity,TL,PcL,Fork,IdL,Trunk,DW,DL,PcL3,Claspers,Acoustic Tag,Tag ,PIT tag,Satellital,DIED,RECAPTURE,DNA,SI,Barb,Notes
Ca184,2019/211,2019,43641,0.591666667,10,28 ?10.942',82 ?49.993',Y,87,92,Rod/Reel,Pinfish,12.1,Seagrass,Incoming,Sunny/calm,,Carcharhinus acronotus,M,I,89.5,64,72.5,,,,,64.5,,,3867,,N,N,N,N,N,,Immature male
Cli328,2019/214,2019,43641,0.647222222,10,28 ?10.945',82 ?49.995',Y,87,90,Rod/Reel,Pinfish,12.4,Seagrass,Incoming,Sunny/calm,,Carcharhinus limbatus,M,I,57.5,39,45,,,,,67,,,3554,,N,N,N,N,N,,"Ray tag, immature male"
St132,2019/215,2019,43641,0.65625,10,28 ?10.945',82 ?49.996',Y,87,90,Rod/Reel,Spanish mackerel,12.4,Seagrass,Incoming,Sunny/calm,,Sphyrna tiburo,F,,80,59,64.5,,,,,68,,,3682,,N,N,N,N,N,,
Ha767,2019/200,2019,43641,0.476388889,27,28 ?05.093',82 ?49.867',Y,87.92,91,Tangle net,,4.5,Seagrass,Outgoing,Sunny/calm,,Hypanus americanus,M,I,,,,,,40,,,,,3509,,N,N,N,N,N,,Immature male
Ha768,2019/207,2019,43641,0.538194444,31,28 ?04.368',82 ?49.200',Y,90.25,89,Tangle net,,3.7,Seagrass,Outgoing,Sunny/calm,,Hypanus americanus,F,,,,,,,58,,,,,3510,,N,N,N,N,N,,
Ha769,2019/213,2019,43641,0.625694444,45,28 ?04.997',82 ?48.143',N,90.25,89,Tangle net,,5.9,Seagrass,Incoming,Sunny/calm,,Hypanus americanus,F,,,,,,,35,,,,,3525,,N,N,N,N,N,,
Rb440,2019/216,2019,43642,0.463194444,30,28 ?06.441',82 ?46.889',N,89.74,88,Tangle net,,6.4,Seagrass,Outgoing,Sunny/calm,,Rhinoptera bonasus,F,,,,,,,83,,,,,3511,,N,N,N,N,N,,
Rb441,2019/216,2019,43642,0.463194444,30,28 ?06.441',82 ?46.889',N,89.74,88,Tangle net,,6.4,Seagrass,Outgoing,Sunny/calm,,Rhinoptera bonasus,F,,,,,,,76.5,,,,,3228,,N,N,N,N,N,,
Rb442,2019/216,2019,43642,0.463194444,30,28 ?06.441',82 ?46.889',N,89.74,88,Tangle net,,6.4,Seagrass,Outgoing,Sunny/calm,,Rhinoptera bonasus,F,,,,,,,69,,,,,3229,,N,N,N,N,N,,
Hsy204,2019/216,2019,43642,0.463194444,30,28 ?06.441',82 ?46.889',N,89.74,88,Tangle net,,6.4,Seagrass,Outgoing,Sunny/calm,,Hypanus say,M,M,,,,,,39,,,,,3264,,N,N,N,N,N,,Mature male
Ha770,2019/217,2019,43642,0.502777778,30,28 ?06.438',82 ?46.888',N,90.11,94,Tangle net,,5.8,Seagrass,Outgoing,Sunny/calm,,Hypanus americanus,F,,,,,,,56,,,,,3271,,N,N,N,N,N,,
Ha771,2019/218,2019,43642,0.545833333,29,28 ?06.131',82 ?48.500',N,89.85,94,Tangle net,,5.7,Seagrass,Outgoing,Sunny/windy,,Hypanus americanus,M,I,,,,,,47.5,,,,,3270,,N,N,N,N,N,,Immature male
Cli330,2019/220,2019,43643,0.488194444,10,28 ?10.943',82 ?50.001',Y,87,90,Rod/Reel,Spottail,12.9,Seagrass,Outgoing,Sunny/calm,,Carcharhinus limbatus,F,,57.5,40,46,,,,,,,,3529,,N,N,Y,N,N,,"Ray tag, recaptured in same location on 7/3/2019 by another fisherman"
Cli329,2019/219,2019,43643,0.488194444,10,28 ?10.943',82 ?50.001',Y,87,90,Rod/Reel,Spottail,12.9,Seagrass,Outgoing,Sunny/calm,,Carcharhinus limbatus,F,,59,42,48,,,,,,,,3556,,N,N,N,N,N,,Ray tag
Cli331,2019/221,2019,43643,0.494444444,10,28 ?10.942',82 ?49.997',Y,87,90,Rod/Reel,Spanish mackerel,12.8,Seagrass,Outgoing,Sunny/calm,,Carcharhinus limbatus,F,,55,40,45.5,,,,,73,,,3085,,N,N,N,N,N,,"Ray tag, open umbilical scar"
Cli332,2019/222,2019,43643,0.534722222,10,28 ?10.940',82 ?50.001',Y,87,90,Rod/Reel,Grunt,12.6,Seagrass,Outgoing,Sunny/calm,,Carcharhinus limbatus,F,,64,46,52,,,,,75,,,3555,,N,N,N,N,N,,Ray tag
Ha772,2019/223,2019,43643,0.590277778,10,28 ?11.473',82 ?50.318',Y,87,91,Rod/Reel,,8,Seagrass,Outgoing,Sunny/calm,,Hypanus americanus,F,,,,,,,66,,88,,,3530,,N,N,N,N,N,,
Cli333,2019/224,2019,43643,0.630555556,27,28 ?05.094',82 ?49.883',Y,90.26,92,Tangle net,,3.1,Seagrass,Incoming,Sunny/calm,,Carcharhinus limbatus,F,,106,77,86,,,,,77,,,3621,,N,N,N,N,N,,
Ca185,2019/225,2019,43644,0.641666667,51,28 ?02.949',82 ?49.891',N,87,88,Longline,Mullet,10.4,Sand,Outgoing,Sunny/windy,,Carcharhinus acronotus,M,M,109.5,80,89.5,,,,,153,,,3795,,N,N,N,N,N,,Mature male
Ha773,2019/226,2019,43647,0.455555556,45,28 ?04.907',82 ?48.085',N,85.94,88,Tangle net,,7,Seagrass,Incoming,Sunny/calm,,Hypanus americanus,F,,,,,,,49,,,,,3524,,N,N,N,N,N,,
Ha774,2019/226,2019,43647,0.455555556,45,28 ?04.907',82 ?48.085',N,85.94,88,Tangle net,,7,Seagrass,Incoming,Sunny/calm,,Hypanus americanus,M,M,,,,,,49,,,,,3269,,N,N,N,N,N,,Mature male
Hsy205,2019/228,2019,43647,0.605555556,27,28 ?05.039',82 ?50.091',Y,88.66,88,Tangle net,,5,Seagrass,Outgoing,Sunny/calm,,Hypanus say,F,,,,,,,57,,,,,3266,,N,N,N,N,N,,
Hsy206,2019/229,2019,43647,0.639583333,27,28 ?05.089',82 ?49.973',Y,90.2,89,Tangle net,,5,Seagrass,Outgoing,Sunny/calm,,Hypanus say,F,,,,,,,66,,,,,3203,,N,N,N,N,N,,
Ha775,2019/227,2019,43647,0.990277778,45,28 ?04.914',82 ?48.099',N,86.31,88,Tangle net,,5.4,Seagrass,Incoming,Sunny/calm,,Hypanus americanus,M,M,,,,,,51,,,,,3265,,N,N,N,N,N,,Mature male
Ha776,2019/230,2019,43648,0.48125,45,28 ?04.909',82 ?48.099',N,87,88,Tangle net,,5.4,Seagrass,Incoming,Sunny/calm,,Hypanus americanus,M,M,,,,,,49,,,,,2725,,N,N,N,N,N,,Mature male
Ha777,2019/231,2019,43648,0.563194444,30,28 ?06.444',82 ?46.884',N,88.05,91,Tangle net,,7.1,Seagrass,Outgoing,Sunny/calm,,Hypanus americanus,F,,,,,,,62,,,,,3268,,N,N,N,N,N,,
Ha778,2019/231,2019,43648,0.563194444,30,28 ?06.444',82 ?46.884',N,88.05,91,Tangle net,,7.1,Seagrass,Outgoing,Sunny/calm,,Hypanus americanus,F,,,,,,,54,,,,,3512,,N,N,N,N,N,,
Gm38,2019/231,2019,43648,0.563194444,30,28 ?06.444',82 ?46.884',N,88.05,91,Tangle net,,7.1,Seagrass,Outgoing,Sunny/calm,,Gymnura micrura,F,,,,,,,39,,,,,3267,,N,N,N,N,N,,
Ha779,2019/232,2019,43648,0.597222222,49,28 ?04.483',82 ?47.965',N,89,89,Tangle net,,4.6,Seagrass,Outgoing,Sunny/calm,,Hypanus americanus,F,,,,,,,91,,,,,2724,,N,N,N,N,N,,
Ha780,2019/233,2019,43648,0.665972222,47,28 ?05.314',82 ?48.258',N,88,89,Tangle net,,7.6,Seagrass,Outgoing,Sunny/calm,,Hypanus americanus,F,,,,,,,39,,98.5,,,2723,,N,N,N,N,N,,
St133,2019/239,2019,43649,0.516666667,10,28 ?10.892',82 ?50.000',Y,87,89,Longline,Mullet,14.9,Seagrass,Incoming,Sunny/calm,,Sphyrna tiburo,F,,88,65.5,72,,,,,157,,,3861,,N,N,N,N,N,,
Gci274,2019/239,2019,43649,0.516666667,10,28 ?10.892',82 ?50.000',Y,87,89,Longline,Mullet,14.9,Seagrass,Incoming,Sunny/calm,,Ginglymostoma cirratum,M,M,218.5,153,174,,,,,39,,,3677,,N,N,N,N,N,,"Deep gash through 1st dorsal fin, mature male"
Gci275,2019/239,2019,43649,0.516666667,10,28 ?10.892',82 ?50.000',Y,87,89,Longline,Mullet,14.9,Seagrass,Incoming,Sunny/calm,,Ginglymostoma cirratum,M,M,227.5,157,180.5,,,,,90,,,3783,,N,N,N,N,N,,"Left eye inflamed and irritated, mature male"
Cli334,2019/234,2019,43649,0.443055556,8,28 ?11.663',82 ?49.028',N,87,90,Rod/Reel,Pinfish,11.2,Seagrass,Incoming,Sunny/calm,,Carcharhinus limbatus,F,,63,44.5,50,,,,,59,,,3784,,N,N,N,N,N,,
Cli335,2019/236,2019,43649,0.489583333,10,28 ?10.936',82 ?49.912',Y,87,90,Rod/Reel,Pinfish,14.6,Seagrass,Incoming,Sunny/calm,,Carcharhinus limbatus,F,,65.5,46,52,,,,,68.5,,,3794,,N,N,N,N,N,,
Rt161,2019/237,2019,43649,0.502777778,10,28 ?10.935',82 ?49.910',Y,87,90,Rod/Reel,Spottail,14.9,Seagrass,Incoming,Sunny/calm,,Rhizoprionodon terraenovae,M,M,88,67,74,,,,,58,,,3797,,N,N,N,N,N,,Mature male
Cli336,2019/238,2019,43649,0.506944444,10,28 ?10.935',82 ?49.910',Y,87,90,Rod/Reel,Spottail,14.8,Seagrass,Incoming,Sunny/calm,,Carcharhinus limbatus,M,I,61,43,49,,,,,58,,,3875,,N,N,Y,N,N,,"Immature male, recaptured by another fisherman in same location on 7/27/2019"
Rt162,2019/241,2019,43649,0.560416667,10,28 ?10.981',82 ?49.925',Y,87,89,Rod/Reel,Pinfish,14.7,Seagrass,Outgoing,Sunny/calm,,Rhizoprionodon terraenovae,M,M,85,64,70,,,,,63.5,,,3866,,N,N,N,N,N,,Mature male
Hss23,2019/235,2019,43649,0.454861111,45,28 ?04.919',82 ?48.111',N,87,89,Tangle net,,5.4,Seagrass,Incoming,Sunny/calm,,Hypanus sabinus,F,,,,,,,29,,,,,2722,,N,N,N,N,N,,"Visibly pregnant, gave birth to 2 female pups both 10 cm "
Ha781,2019/240,2019,43649,0.517361111,45,28 ?04.919',82 ?48.100',N,87,89,Tangle net,,5.4,Seagrass,Incoming,Sunny/calm,,Hypanus americanus,F,,,,,,,90,,,,,3178,,N,N,N,N,N,,
Ha782,2019/242,2019,43649,0.565277778,29,28 ?06.145',82 ?48.500',N,87,90,Tangle net,,5.7,Seagrass,Outgoing,Sunny/windy,,Hypanus americanus,M,I,,,,,,45.5,,87,,,3452,,N,N,N,N,N,,Immature male
Ha783,2019/243,2019,43649,0.590277778,29,28 ?06.129',82 ?48.497',N,87,90,Tangle net,,5.7,Seagrass,Outgoing,Cloudy/windy,,Hypanus americanus,M,I,,,,,,41,,,,,3198,,N,N,N,N,N,,Immature male
Cli338,2019/248,2019,43654,0.486111111,10,28 ?10.920',82 ?50.004',Y,82,78,Longline,Mullet,12.4,Seagrass,Incoming,Cloudy/calm,,Carcharhinus limbatus,F,,54,39,43.5,,,,,100,,,3791,,N,Y,N,N,N,,Dead on line - bit 20/0 hook
Cli337,2019/245,2019,43654,0.464583333,10,28 ?10.988',82 ?50.043',Y,82,78,Rod/Reel,Squid,12.9,Seagrass,Outgoing,Cloudy/calm,,Carcharhinus limbatus,M,I,62.5,44.5,50.5,,,,,41,,,3858,,N,N,N,N,N,,Immature male
St135,2019/249,2019,43654,0.521527778,10,28 ?10.989',82 ?49.977',Y,82,80,Rod/Reel,Squid,12.4,Seagrass,Incoming,Cloudy/calm,,Sphyrna tiburo,M,I,76,55.5,61.5,,,,,40,,,3780,,N,N,N,N,N,,Immature male
Cli339,2019/252,2019,43654,0.61875,8,28 ?11.691',82 ?48.937',N,84,85,Rod/Reel,Pinfish,10,Seagrass,Incoming,Sunny/calm,,Carcharhinus limbatus,M,I,102.5,73,82,,,,,78,,,3870,,N,N,N,N,N,,Immature male
Cli340,2019/253,2019,43654,0.663888889,8,28 ?11.659',82 ?48.988',N,84,85,Rod/Reel,Pinfish,10.5,Seagrass,Incoming,Sunny/calm,,Carcharhinus limbatus,M,I,100,73.5,82,,,,,62,,,3853,,N,N,N,N,N,,Immature male
St134,2019/244,2019,43654,0.449305556,27,28 ?05.107',82 ?49.859',Y,81,77,Tangle net,,5.7,Seagrass,Outgoing,Raining/calm,,Sphyrna tiburo,F,,93,77,85,,,,,,,,3610,,N,N,N,N,N,,
Sl15,2019/246,2019,43654,0.466666667,27,28 ?05.109',82 ?49.862',Y,81,77,Tangle net,,5.7,Seagrass,Outgoing,Cloudy/calm,,Sphyrna lewini,M,I,59,40,45,,,,,,,,3523,,N,N,N,Y,N,,"Healed but visible umbilical scar, immature male, DNA collected"
Sl16,2019/247,2019,43654,0.486111111,27,28 ?05.096',82 ?49.869',Y,81,78,Tangle net,,5.4,Seagrass,Incoming,Cloudy/calm,,Sphyrna lewini,M,I,58,40,45,,,,,,,,4225,,N,N,N,Y,N,,"Healed but visible umbilical scar, immature male, DNA collected"
Ha784,2019/250,2019,43654,0.522222222,27,28 ?05.113',82 ?49.873',Y,82,79,Tangle net,,5.8,Seagrass,Incoming,Cloudy/calm,,Hypanus americanus,M,M,,,,,,50,,,,,4201,,N,N,N,N,N,,Mature male
Ha785,2019/251,2019,43654,0.597916667,31,28 ?04.382',82 ?49.189',Y,84,85,Tangle net,,6.7,Seagrass,Incoming,Cloudy/calm,,Hypanus americanus,M,I,,,,,,36,,,,,3522,,N,N,N,N,N,,Immature male
St136,2019/254,2019,43654,0.685416667,45,28 ?05.009',82 ?48.126',N,85,85,Tangle net,,5.7,Seagrass,Incoming,Sunny/calm,,Sphyrna tiburo,F,,100,75.5,82,,,,,,,,3615,,N,N,N,N,N,,
Ha786,2019/255,2019,43654,0.717361111,45,28 ?05.027',82 ?48.137',N,85,87,Tangle net,,5.6,Seagrass,Incoming,Sunny/calm,,Hypanus americanus,M,I,,,,,,43,,,,,3521,,N,N,Y,N,N,,"Immature male, recaptured in same location 8/1/2019 at 4:01 PM"
Cli341,2019/256,2019,43655,0.514583333,8,28 ?11.759',82 ?49.067',N,82,79,Rod/Reel,Pinfish,9.4,Seagrass,Outgoing,Cloudy/calm,,Carcharhinus limbatus,M,I,58,40,46,,,,,43,,,3874,,N,N,N,N,N,,Immature male
Cli342,2019/257,2019,43655,0.520138889,8,28 ?11.762',82 ?49.067',N,82,79,Rod/Reel,Pinfish,9.3,Seagrass,Outgoing,Cloudy/calm,,Carcharhinus limbatus,M,I,66,47,54,,,,,73,,,3868,,N,N,N,N,N,,Immature male
Cli343,2019/259,2019,43655,0.561805556,8,28 ?11.695',82 ?48.940',N,82,79,Rod/Reel,Pinfish,9,Seagrass,Incoming,Raining/calm,,Carcharhinus limbatus,F,,60,42,47,,,,,58,,,3779,,N,N,N,N,N,,
Rt163,2019/260,2019,43655,0.618055556,10,28 ?10.919',82 ?49.977',Y,82,78,Rod/Reel,Pinfish,12.7,Seagrass,Outgoing,Cloudy/calm,,Rhizoprionodon terraenovae,M,I,87,65,72,,,,,85,,,3851,,N,N,N,N,N,,Immature male
Ha787,2019/258,2019,43655,0.521527778,45,28 ?04.844',82 ?48.101',N,83,78,Tangle net,,4.3,Seagrass,Outgoing,Raining/calm,,Hypanus americanus,F,,,,,,,79,,,,,4200,,N,N,N,N,N,,
Rt164,2019/261,2019,43656,0.517361111,47,28 ?05.518',82 ?48.314',N,82,77,Rod/Reel,Spottail,6.4,Seagrass,Outgoing,Cloudy/windy,,Rhizoprionodon terraenovae,M,M,82,62,68.5,,,,,67,,,3857,,N,N,N,N,N,,Mature male
An50,2019/262,2019,43656,0.635416667,48,28 ?05.798',82 ?48.403',N,82,84,Tangle net,,6,Seagrass,Incoming,Cloudy/calm,,Aetobatus narinari,M,I,,,,,,57,,,,,4176,,N,N,N,N,N,,"Tail length 110 cm, immature male"
Ha788,2019/263,2019,43656,0.704166667,29,28 ?06.093',82 ?48.498',N,83,84,Tangle net,,6.9,Seagrass,Incoming,Cloudy/calm,,Hypanus americanus,M,I,,,,,,48,,,,,3519,,N,N,N,N,N,,Immature male
Ha789,2019/264,2019,43657,0.438194444,30,28 ?06.451',82 ?46.890',N,83,84,Tangle net,,3.5,Seagrass,Outgoing,Cloudy/calm,,Hypanus americanus,F,,,,,,,60,,,,,3518,,N,N,N,N,N,,
Ha790,2019/265,2019,43657,0.46875,30,28 ?06.437',82 ?46.931',N,83,84,Tangle net,,7.9,Seagrass,Outgoing,Cloudy/calm,,Hypanus americanus,F,,,,,,,55,,,,,3517,,N,N,N,N,N,,
Ha791,2019/266,2019,43657,0.504166667,29,28 ?06.143',82 ?48.509',N,82,86,Tangle net,,4.8,Seagrass,Outgoing,Cloudy/calm,,Hypanus americanus,M,I,,,,,,45,,,,,4202,,N,N,N,N,N,,Immature male
Ha792,2019/267,2019,43657,0.538888889,29,28 ?06.107',82 ?48.502',N,82,86,Tangle net,,5.7,Seagrass,Outgoing,Cloudy/calm,,Hypanus americanus,M,I,,,,,,45,,,,,4203,,N,N,N,N,N,,immature male
Ha793,2019/268,2019,43657,0.569444444,29,28 ?06.106',82 ?48.508',N,83,86,Tangle net,,5.3,Seagrass,Outgoing,Cloudy/windy,,Hypanus americanus,F,,,,,,,95.5,,,,,4204,,N,N,N,N,N,,
Ha794,2019/269,2019,43657,0.615277778,29,28 ?06.114',82 ?48.500',N,82,84,Tangle net,,5,Seagrass,Outgoing,Cloudy/windy,,Hypanus americanus,M,I,,,,,,40,,,,,3520,,N,N,N,N,N,,Immature male
Cli344,2019/271,2019,43658,0.585416667,10,28 ?10.920',82 ?50.027',Y,82,82,Rod/Reel,White trout,12.4,Seagrass,Outgoing,Sunny/windy,,Carcharhinus limbatus,M,I,57,41,45,,,,,129,,,3826,,N,N,N,N,N,,Immature male
Ha795,2019/270,2019,43658,0.5125,47,28 ?05.295',82 ?48.260',N,82,82,Tangle net,,5.9,Seagrass,Outgoing,Cloudy/windy,,Hypanus americanus,F,,,,,,,36,,84,,,3516,,N,N,N,N,N,,
Gci276,2019/272,2019,43661,0.54375,42,28 ?00.785',82 ?53.423',N,85,86,Longline,Mullet,27.9,Artificial Reef,Outgoing,Sunny/calm,,Ginglymostoma cirratum,M,I,129,90,106,,,,,102,,,3778,,N,N,N,N,N,,Immature male
Ha796,2019/273,2019,43661,0.55625,29,28 ?06.143',82 ?48.500',N,86,90,Tangle net,,6,Seagrass,Outgoing,Sunny/calm,,Hypanus americanus,M,I,,,,,,37.5,,101,,,3515,,N,N,N,N,N,,Immature male
Cli345,2019/274,2019,43661,0.645138889,27,28 ?05.108',82 ?49.856',Y,88,89,Tangle net,,6.3,Seagrass,Outgoing,Sunny/calm,,Carcharhinus limbatus,M,M,146.5,107.5,119.5,,,,,92,,,3603,,N,N,N,N,N,,Mature male
St137,2019/275,2019,43662,0.640972222,10,28 ?10.824',82 ?50.006',Y,85,91,Rod/Reel,Squid,12.4,Seagrass,Outgoing,Sunny/calm,,Sphyrna tiburo,F,,74,54,60,,,,,,,,3850,,N,N,N,N,N,,
Rt165,2019/276,2019,43662,0.65,10,28 ?10.945',82 ?50.009',Y,85,91,Rod/Reel,Squid,13,Seagrass,Outgoing,Sunny/calm,,Rhizoprionodon terraenovae,M,M,82,62,69,,,,,,,,3827,,N,N,N,N,N,,Mature male
St138,2019/277,2019,43662,0.659722222,10,28 ?10.945',82 ?50.009',Y,85,91,Rod/Reel,Squid,13,Seagrass,Outgoing,Sunny/calm,,Sphyrna tiburo,F,,80,59,65,,,,,87,,,3776,,N,N,N,N,N,,Missing large portion of 1st dorsal fin
St140,2019/279,2019,43663,0.449305556,10,28 ?10.944',82 ?50.013',Y,85,86,Rod/Reel,Squid,14,Seagrass,Incoming,Sunny/calm,,Sphyrna tiburo,F,,80,57,63.5,,,,,44,,,3786,,N,N,N,N,N,,
St139,2019/278,2019,43663,0.942361111,10,28 ?10.944',82 ?50.013',Y,85,86,Rod/Reel,Squid,14,Seagrass,Incoming,Sunny/calm,,Sphyrna tiburo,F,,85,62.5,69.5,,,,,62.5,,,3831,,N,N,N,N,N,,
Ha797,2019/280,2019,43663,0.636805556,47,28 ?05.286',82 ?48.262',N,87,85,Tangle net,,6.1,Seagrass,Outgoing,Cloudy/calm,,Hypanus americanus,M,M,,,,,,49.5,,,,,3513,,N,N,N,N,N,,"Dorsal side of right clasper is injured near base, Mature male"
Ha798,2019/281,2019,43663,0.663194444,47,28 ?05.309',82 ?48.254',N,87,88,Tangle net,,5.8,Seagrass,Outgoing,Cloudy/calm,,Hypanus americanus,M,I,,,,,,41,,,,,3514,,N,N,N,N,N,,Immature male
Gci277,2019/283,2019,43664,0.494444444,2,28 ?02.974',83 ?00.808',N,85,88,Longline,Mackerel,42,Artificial Reef,Incoming,Sunny/calm,,Ginglymostoma cirratum,F,I,147.5,100,117,,,,,157,,,3849,,N,N,N,N,N,,Immature male
Sm38,2019/282,2019,43664,0.441666667,27,28 ?05.082',82 ?49.880',Y,85,75,Tangle net,,4.1,Seagrass,Incoming,Sunny/calm,,Sphyrna mokarran,F,,221,154,167.5,,,,,91,,,3622,,181141,N,N,Y,N,,"Satellite tag 181141, Colonel, DNA collected, large but healed gash on right side behind 1st dorsal"
Ha799,2019/284,2019,43664,0.65625,47,28 ?05.311',82 ?48.251',N,87,86,Tangle net,,6.3,Seagrass,Outgoing,Sunny/windy,,Hypanus americanus,F,,,,,,,85.5,,,,,4205,,N,N,N,N,N,,
Rt166,2019/285,2019,43665,0.629861111,46,28 ?08.010',82 ?49.195',N,83,88,Rod/Reel,Pinfish,9,Seagrass,Outgoing,Cloudy/calm,,Rhizoprionodon terraenovae,M,M,89,68,75,,,,,39.5,,,3843,,N,N,N,N,N,,Mature male
Rt167,2019/286,2019,43665,0.645833333,46,28 ?08.010',82 ?49.195',N,83,88,Rod/Reel,Pinfish,9,Seagrass,Outgoing,Cloudy/calm,,Rhizoprionodon terraenovae,M,M,87,67,73,,,,,41,,,3838,,N,N,N,N,N,,Mature male
Ha780,2019/287,2019,43665,0.652083333,47,28 ?05.316',82 ?48.235',N,81,84,Tangle net,,4.8,Seagrass,Outgoing,Cloudy/calm,,Hypanus americanus,F,,,,,,,56,,,,,4207,,N,N,N,N,N,,
Gci278,2019/289,2019,43668,0.536111111,42,28 ?03.377',82 ?54.521',N,85,89,Longline,Mullet,27,Artificial Reef,Incoming,Sunny/calm,,Ginglymostoma cirratum,F,,143,102,114,,,,,82.5,,,3799,,N,N,N,N,N,,
Gci279,2019/291,2019,43668,0.604861111,25,28 ?04.060',82 ?52.385',N,85,86,Longline,Mullet,22.1,Seagrass,Incoming,Sunny/calm,,Ginglymostoma cirratum,M,M,228,157,182,,,,,79,,,3792,,N,N,N,N,N,,Mature male
Ha781,2019/288,2019,43668,0.502777778,31,28 ?04.386',82 ?49.189',Y,84,88,Tangle net,,8.1,Seagrass,Incoming,Sunny/calm,,Hypanus americanus,M,I,,,,,,44,,95,,,4224,,N,N,N,N,N,,Immature male
Ha782,2019/290,2019,43668,0.574305556,45,28 ?04.986',82 ?48.133',N,85,86,Tangle net,,7.2,Seagrass,Incoming,Sunny/calm,,Hypanus americanus,M,M,,,,,,52,,,,,4177,,N,N,N,N,N,,Mature male
Ha783,2019/290,2019,43668,0.574305556,45,28 ?04.986',82 ?48.133',N,85,86,Tangle net,,7.2,Seagrass,Incoming,Sunny/calm,,Hypanus americanus,M,I,,,,,,48,,,,,4178,,N,N,N,N,N,,Immature male
Cli346,2019/292,2019,43668,0.661805556,45,28 ?04.915',82 ?48.080',N,85,90,Tangle net,,5.3,Seagrass,Incoming,Sunny/calm,,Carcharhinus limbatus,F,,159,116,129.5,,,,,,,,3602,,N,N,N,N,N,,
Rt168,2019/297,2019,43669,0.584027778,15,28 ?08.045',82 ?49.233',Y,85,85,Rod/Reel,Squid,8.7,Sand,Incoming,Sunny/calm,,Rhizoprionodon terraenovae,M,I,41,30,33.5,,,,,99,,,3557,,N,N,N,N,N,,"Healed but visible umbilical scar, immature male, ray tag"
Rt169,2019/298,2019,43669,0.623611111,15,28 ?08.661',82 ?49.605',Y,85,85,Rod/Reel,Pinfish,9.8,Sand,Incoming,Sunny/calm,,Rhizoprionodon terraenovae,M,I,41,30,33.5,,,,,63,,,3087,,N,N,N,N,N,,"Healed but visible umbilical scar, immature male, ray tag"
An51,2019/293,2019,43669,0.463194444,31,28 ?04.381',82 ?49.194',Y,85,85,Tangle net,,6.9,Seagrass,Outgoing,Sunny/calm,,Aetobatus narinari,F,,,,,,,48,,,,,4206,,N,N,N,N,N,,Tail length 101 cm
Ha784,2019/293,2019,43669,0.463194444,31,28 ?04.381',82 ?49.194',Y,85,85,Tangle net,,6.9,Seagrass,Outgoing,Sunny/calm,,Hypanus americanus,F,,,,,,,43,,,,,4179,,N,N,N,N,N,,
Ha785,2019/294,2019,43669,0.502777778,31,28 ?04.380',82 ?49.187',Y,85,87,Tangle net,,6.7,Seagrass,Incoming,Sunny/calm,,Hypanus americanus,M,M,,,,,,49,,,,,4180,,N,N,N,N,N,,Right clasper was 1/3 shorter than left.  Possible birth defect?  Did not appear scarred or injured. Mature male
Nb11,2019/295,2019,43669,0.514583333,31,28 ?04.379',82 ?49.190',Y,85,87,Tangle net,,4.9,Seagrass,Incoming,Sunny/calm,,Negaprion brevirostris,F,,202.5,148,169,,,,,,,,3612,,N,N,N,N,N,,
Sl17,2019/296,2019,43669,0.550694444,31,28 ?04.368',82 ?49.178',Y,86,87,Tangle net,,6.2,Seagrass,Incoming,Sunny/calm,,Sphyrna lewini,F,,64,45,49,,,,,,,,4185,,N,N,N,Y,N,,DNA
Ha786,2019/299,2019,43670,0.420138889,30,28 ?06.413',82 ?46.916',N,85,79,Tangle net,,3.9,Seagrass,Outgoing,Raining/windy,,Hypanus americanus,F,,,,,,,62,,,,,4181,,N,N,N,N,N,,
Ha787,2019/300,2019,43671,0.569444444,49,28 ?04.467',82 ?47.976',N,79,75,Tangle net,,4.9,Seagrass,Incoming,Raining/calm,,Hypanus americanus,F,,,,,,,76,,,,,4208,,N,N,N,N,N,,"Pregnant, gave birth to 3 pups: female - 15.5, male - 15.5, female - 16.5"
Ca186,2019/303,2019,43672,0.415277778,8,28 ?11.694',82 ?49.117',N,79,77,Longline,Mullet,11,Seagrass,Outgoing,Raining/calm,,Carcharhinus acronotus,M,M,112.5,82.5,92,,,,,,,,3863,,N,N,N,N,N,,Mature male
Rt170,2019/305,2019,43672,0.539583333,15,28 ?08.805',82 ?49.637',Y,79,79,Rod/Reel,Pinfish,8.8,Sand,Outgoing,Raining/windy,,Rhizoprionodon terraenovae,M,I,81,60,67,,,,,61,,,3785,,N,N,N,N,N,,Immature male
Rt171,2019/306,2019,43672,0.545833333,15,28 ?08.803',82 ?49.639',Y,79,79,Rod/Reel,Pinfish,9,Sand,Outgoing,Raining/windy,,Rhizoprionodon terraenovae,M,M,85,64,71,,,,,61,,,3871,,N,N,N,N,N,,Mature male
Ha788,2019/301,2019,43672,0.383333333,47,28 ?05.232',82 ?48.242',N,79,76,Tangle net,,3.5,Seagrass,Outgoing,Raining/calm,,Hypanus americanus,M,I,,,,,,46,,,,,4210,,N,N,N,N,N,,Immature male
Ha789,2019/302,2019,43672,0.4125,47,28 ?05.232',82 ?48.226',N,79,76,Tangle net,,2.5,Seagrass,Outgoing,Raining/calm,,Hypanus americanus,M,I,,,,,,42,,,,,4211,,N,N,N,N,N,,Immature male
