COD,Trial  #,Year,Date,Time,Site,Latitude N,Longitude W,State park,Water temp F,Air temp ?F,Method,Bait,Depth ft,Bottom type,Tidal stage,Weather,Moon phase,Species,Sex,Maturity,TL,PcL,Fork,IdL,Trunk,DW,DL,PcL3,Claspers,Acoustic Tag,Tag ,PIT tag,Satellital,DIED,RECAPTURE,DNA,SI,Barb,Notes
Ha790,2019/304,2019,43672,0.467361111,29,28 ?06.139',82 ?48.501',N,79,76,Tangle net,,6.2,Seagrass,Outgoing,Cloudy/calm,,Hypanus americanus,F,,,,,,,97.5,,,,,4223,,N,N,N,N,N,,
St141,2019/308,2019,43675,0.575694444,10,28 ?10.938',82 ?49.999',Y,85,87,Rod/Reel,Squid,13.2,Seagrass,Outgoing,Sunny/calm,,Sphyrna tiburo,F,,70.5,52,58,,,,,62.5,,,3837,,N,N,N,N,N,,
Rt172,2019/310,2019,43675,0.622916667,15,28 ?08.739',82 ?49.495',Y,85,86,Rod/Reel,Squid,7.5,Sand,Outgoing,Sunny/calm,,Rhizoprionodon terraenovae,M,M,88,65,72,,,,,64.5,,,3790,,N,N,N,N,N,,Mature male
Ha791,2019/307,2019,43675,0.46875,30,28 ?06.435',82 ?46.911',N,86,87,Tangle net,,9.2,Seagrass,Outgoing,Sunny/calm,,Hypanus americanus,F,,,,,,,55,,,,,4222,,N,N,N,N,N,,
Cli347,2019/309,2019,43675,0.621527778,27,28 ?05.084',82 ?49.954',Y,86,87,Tangle net,,5.3,Seagrass,Outgoing,Sunny/calm,,Carcharhinus limbatus,M,I,108,78,88,,,,,,,,3624,,N,N,N,N,N,,Immature male
Ha792,2019/311,2019,43675,0.650694444,31,28 ?04.370',82 ?49.189',Y,88,86,Tangle net,,4.3,Seagrass,Outgoing,Sunny/calm,,Hypanus americanus,M,I,,,,,,44,,,,,4212,,N,N,N,N,N,,Immature male
St142,2019/312,2019,43675,0.677777778,31,28 ?04.363',82 ?49.192',Y,88,87,Tangle net,,3.4,Seagrass,Outgoing,Sunny/calm,,Sphyrna tiburo,F,,97.5,74,80,,,,,,,,3614,,N,N,N,N,N,,
Ha793,2019/313,2019,43675,0.692361111,47,28 ?05.598',82 ?48.365',N,85,86,Tangle net,,4,Seagrass,Outgoing,Sunny/calm,,Hypanus americanus,M,I,,,,,,46,,,,,3559,,N,N,N,N,N,,Immature male
St143,2019/314,2019,43675,0.699305556,31,28 ?04.386',82 ?49.197',Y,88,87,Tangle net,,4.3,Seagrass,Outgoing,Sunny/calm,,Sphyrna tiburo,F,,91,69,78,,,,,,,,3620,,N,N,N,N,N,,Pregnant
Ca188,2019/316,2019,43676,0.634027778,15,28 ?07.375',82 ?49.120',N,85,89,Longline,Mullet,7.1,Sand,Outgoing,Sunny/calm,,Carcharhinus acronotus,M,M,107,79,88,,,,,,,,3788,,N,N,N,N,N,,Mature male
St146,2019/325,2019,43676,0.338888889,10,28 ?10.947',82 ?50.006',Y,85,86,Rod/Reel,Pinfish,11,Seagrass,Incoming,Dusk/calm,,Sphyrna tiburo,F,,85,65,74,,,,,42,,,3855,,N,N,N,N,N,,"Pregnant, 1st dorsal cut"
Ca187,2019/315,2019,43676,0.620138889,15,28 ?07.465',82 ?49.112',N,85,88,Rod/Reel,Pigfish,7.9,Sand,Outgoing,Sunny/calm,,Carcharhinus acronotus,M,M,102,74,84.5,,,,,65,,,3787,,N,N,N,N,N,,Mature male
Ha794,2019/317,2019,43676,0.695833333,8,28 ?11.709',82 ?49.089',N,85,90,Rod/Reel,Pigfish,8.6,Seagrass,Outgoing,Sunny/calm,,Hypanus americanus,F,,,,,,,74,,86,,,3532,,N,N,N,N,N,,
St144,2019/319,2019,43676,0.785416667,10,28 ?10.946',82 ?50.007',Y,85,88,Rod/Reel,Pinfish,10.5,Seagrass,Incoming,Sunny/calm,,Sphyrna tiburo,F,,74,54,60,,,,,61.5,,,3777,,N,N,N,N,N,,
Rt173,2019/320,2019,43676,0.786111111,10,28 ?10.947',82 ?50.012',Y,85,88,Rod/Reel,Pinfish,10.5,Seagrass,Incoming,Sunny/calm,,Rhizoprionodon terraenovae,M,M,86,65,71,,,,,47,,,3859,,N,N,N,N,N,,Mature male
Rt174,2019/323,2019,43676,0.830555556,10,28 ?10.946',82 ?50.008',Y,85,86,Rod/Reel,Pinfish,11.1,Seagrass,Incoming,Dusk/calm,,Rhizoprionodon terraenovae,M,M,82,61.5,76.5,,,,,69.5,,,3860,,N,N,N,N,N,,Mature male
Rt175,2019/324,2019,43676,0.836805556,10,28 ?10.947',82 ?50.006',Y,85,86,Rod/Reel,Pinfish,11,Seagrass,Incoming,Dusk/calm,,Rhizoprionodon terraenovae,M,M,82.5,62.5,68,,,,,70,,,3829,,N,N,N,N,N,,Mature male
Rt176,2019/326,2019,43676,0.839583333,10,28 ?10.947',82 ?50.006',Y,85,86,Rod/Reel,Pinfish,11,Seagrass,Incoming,Dusk/calm,,Rhizoprionodon terraenovae,M,I,72,55,60,,,,,61.5,,,3830,,N,N,N,N,N,,Immature male
Rt177,2019/328,2019,43676,0.847916667,10,28 ?10.947',82 ?50.006',Y,85,86,Rod/Reel,Pinfish,11,Seagrass,Incoming,Dusk/calm,,Rhizoprionodon terraenovae,M,M,85,64,70.5,,,,,61,,,3841,,N,N,Y,N,N,,"Mature male, recaptured near marker #7 in ICW 8/4/2019 at 1 PM"
Rt178,2019/329,2019,43676,0.857638889,10,28 ?10.945',82 ?50.006',Y,85,86,Rod/Reel,Pinfish,11,Seagrass,Incoming,Dusk/calm,,Rhizoprionodon terraenovae,M,I,78.5,60,65.5,,,,,69,,,3836,,N,N,N,N,N,,Immature male
Nb12,2019/318,2019,43676,0.761805556,31,28 ?04.373',82 ?49.202',Y,90,88,Tangle net,,1.7,Seagrass,Outgoing,Sunny/calm,,Negaprion brevirostris,M,I,166,126,140,,,,,,,,3623,,N,N,N,N,N,,Immature male
Cli348,2019/321,2019,43676,0.821527778,31,28 ?04.383',82 ?49.177',Y,89,86,Tangle net,,6.9,Seagrass,Incoming,Dusk/calm,,Carcharhinus limbatus,F,,113,82,93,,,,,,,,3619,,N,N,N,N,N,,
St145,2019/322,2019,43676,0.828472222,31,28 ?04.375',82 ?49.180',Y,89,86,Tangle net,,1.8,Seagrass,Incoming,Dusk/calm,,Sphyrna tiburo,F,,99.5,76,83,,,,,,,,3625,,N,N,N,N,N,,Pregnant
St147,2019/327,2019,43676,0.844444444,31,28 ?04.364',82 ?49.178',Y,89,85,Tangle net,,5.9,Seagrass,Incoming,Dusk/calm,,Sphyrna tiburo,F,,95.5,74.5,81,,,,,,,,3801,,N,N,N,N,N,,
Ha795,2019/330,2019,43677,0.456944444,49,28 ?04.354',82 ?47.336',N,87,86,Tangle net,,6.1,Seagrass,Outgoing,Sunny/calm,,Hypanus americanus,M,I,,,,,,46,,,,,4221,,N,N,N,N,N,,Immature male
Cli349,2019/331,2019,43677,0.638194444,27,28 ?05.086',82 ?49.930',Y,88,88,Tangle net,,6.4,Seagrass,Outgoing,Sunny/calm,,Carcharhinus limbatus,F,,103.5,74.5,84,,,,,,,,3618,,N,N,N,N,N,,
Ha796,2019/332,2019,43677,0.698611111,31,28 ?04.382',82 ?49.300',Y,89,89,Tangle net,,3.7,Seagrass,Outgoing,Sunny/calm,,Hypanus americanus,M,I,,,,,,45,,,,,4220,,N,N,N,N,N,,Immature male
Ha797,2019/333,2019,43678,0.497222222,42,28 ?00.797',82 ?53.444',N,85,85,Longline,Mullet,30.2,Artificial Reef,Incoming,Sunny/calm,,Hypanus americanus,F,,,,,,,83,,60,,,3560,,N,N,N,N,N,,"Pregnant, gave birth to 4 pups: male - 19 cm, female - 19 cm, female - 18 cm, female - 17.5 (still born)"
Ha798,2019/333,2019,43678,0.497222222,42,28 ?00.797',82 ?53.444',N,85,85,Longline,Mullet,30.2,Artificial Reef,Incoming,Sunny/calm,,Hypanus americanus,F,,,,,,,104,,69,,,3561,,N,N,N,N,N,,Broken tail
Ha799,2019/334,2019,43678,0.559722222,47,28 ?05.293',82 ?48.250',N,86,89,Tangle net,,7.3,Seagrass,Outgoing,Sunny/calm,,Hypanus americanus,M,I,,,,,,40.5,,,,,4215,,N,N,N,N,N,,Immature male
Rt179,2019/336,2019,43679,0.435416667,10,28 ?11.009',82 ?50.148',Y,85,80,Rod/Reel,Pinfish,12,Seagrass,Incoming,Cloudy/calm,,Rhizoprionodon terraenovae,M,M,90,68,74.5,,,,,36,,,3842,,N,N,N,N,N,,Mature male
Cli350,2019/337,2019,43679,0.499305556,10,28 ?10.950',82 ?49.977',Y,85,80,Rod/Reel,Pinfish,15.1,Seagrass,Incoming,Cloudy/calm,,Carcharhinus limbatus,M,I,97.5,70.5,80,,,,,59,,,3828,,N,N,N,N,N,,Immature male
Rt180,2019/338,2019,43679,0.533333333,10,28 ?10.946',82 ?49.947',Y,85,88,Rod/Reel,Pinfish,15,Seagrass,Incoming,Sunny/calm,,Rhizoprionodon terraenovae,M,M,89,68,74,,,,,37.5,,,3847,,N,N,N,N,N,,Mature male
St148,2019/335,2019,43679,0.373611111,31,28 ?04.382',82 ?49.184',Y,82,75,Tangle net,,7.7,Seagrass,Incoming,Cloudy/calm,,Sphyrna tiburo,F,,86,64.5,70.5,,,,,,,,3609,,N,N,N,N,N,,
Ha780,2019/339,2019,43679,0.544444444,48,28 ?05.792',82 ?48.405',N,84,86,Tangle net,,9.3,Seagrass,Incoming,Cloudy/calm,,Hypanus americanus,F,,,,,,,52,,,,,4182,,N,N,N,N,N,,
Ha781,2019/339,2019,43679,0.544444444,48,28 ?05.792',82 ?48.405',N,84,86,Tangle net,,9.3,Seagrass,Incoming,Cloudy/calm,,Hypanus americanus,M,I,,,,,,42.5,,,,,4183,,N,N,N,N,N,,Immature male
Ha782,2019/340,2019,43680,0.924305556,31,28 ?04.386',82 ?49.181',Y,85,82,Tangle net,,7.5,Seagrass,Incoming,Night/calm,,Hypanus americanus,F,,,,,,,76,,,,,4184,,N,N,N,N,N,,"Shark bite on left wing, deformity below left eye and forward of spiracle"
Cli351,2019/341,2019,43682,0.502083333,27,28 ?05.082',82 ?49.954',Y,86,87,Tangle net,,5.7,Seagrass,Incoming,Sunny/calm,,Carcharhinus limbatus,F,,153,109.5,124,,,,,,,,3604,,N,N,N,N,N,,
Rt183,2019/343,2019,43683,0.820833333,10,28 ?10.891',82 ?49.953',Y,88,87,Longline,Mullet,13.5,Seagrass,Outgoing,Cloudy/calm,,Rhizoprionodon terraenovae,M,M,80.4,60,66.5,,,,,126,,,3811,,N,N,N,N,N,,"Mature male, hooked through left pectoral fin"
Rt182,2019/343,2019,43683,0.820833333,10,28 ?10.891',82 ?49.953',Y,88,87,Longline,Mullet,13.5,Seagrass,Outgoing,Cloudy/calm,,Rhizoprionodon terraenovae,M,M,91,69,75.5,,,,,186,,,3803,,N,N,N,N,N,,Mature male
Gci280,2019/346,2019,43683,0.879166667,10,28 ?10.865',82 ?49.945',Y,87,83,Longline,Mullet,13.2,Seagrass,Outgoing,Night/calm,,Ginglymostoma cirratum,M,I,173,126,139.5,,,,,87,,,3821,,N,N,N,N,N,,Immature male
Gcu32,2019/346,2019,43683,0.879166667,10,28 ?10.865',82 ?49.945',Y,87,83,Longline,Mullet,13.2,Seagrass,Outgoing,Night/calm,,Galeocerdo cuvier,F,,252,186,206.5,,,,,65,,,3816,,181144,N,N,N,N,,"Satellite tag 181144, Ricky"
Cli353,2019/348,2019,43683,0.961111111,10,28 ?10.826',82 ?49.803',Y,87,83,Longline,Mullet,11.9,Seagrass,Incoming,Night/calm,,Carcharhinus limbatus,M,I,119,87,94.5,,,,,113,,,3806,,N,N,N,N,N,,Immature male
Rt181,2019/342,2019,43683,0.797916667,10,28 ?10.844',82 ?49.965',Y,88,86,Rod/Reel,Pinfish,14.1,Seagrass,Outgoing,Cloudy/calm,,Rhizoprionodon terraenovae,M,M,82.5,61.5,67.5,,,,,66,,,3824,,N,N,N,N,N,,Mature male
Rt184,2019/344,2019,43683,0.851388889,10,28 ?10.857',82 ?50.011',Y,88,83,Rod/Reel,Pinfish,13.1,Seagrass,Outgoing,Dusk/calm,,Rhizoprionodon terraenovae,M,M,89,67,73,,,,,39.5,,,3808,,N,N,N,N,N,,Mature male
Cli352,2019/345,2019,43683,0.868055556,10,28 ?10.856',82 ?50.018',Y,88,83,Rod/Reel,Pinfish,13.4,Seagrass,Outgoing,Dusk/calm,,Carcharhinus limbatus,F,,61,44,50,,,,,40,,,3820,,N,N,N,N,N,,
Rt185,2019/347,2019,43683,0.929166667,10,28 ?10.774',82 ?49.777',Y,87,83,Rod/Reel,Pinfish,11.8,Seagrass,Outgoing,Night/calm,,Rhizoprionodon terraenovae,M,M,86.5,64,71,,,,,41,,,3805,,N,N,N,N,N,,Mature male
Rt190,2019/358,2019,43685,0.966666667,10,28 ?10.932',82 ?49.819',Y,87,83,Longline,Mullet,11.5,Seagrass,Outgoing,Night/calm,,Rhizoprionodon terraenovae,M,M,86,65,71,,,,,66,,,3562,,N,N,N,N,N,,"Mature male, ray tag"
Gci281,2019/358,2019,43685,0.966666667,10,28 ?10.932',82 ?49.819',Y,87,83,Longline,Mullet,11.5,Seagrass,Outgoing,Night/calm,,Ginglymostoma cirratum,M,I,162,113,132,,,,,74,,,3575,,N,N,N,N,N,,"Immature male, ray tag"
St149,2019/349,2019,43685,0.825694444,10,28 ?10.948',82 ?50.015',Y,87,84,Rod/Reel,Squid,13,Seagrass,Incoming,Dusk/calm,,Sphyrna tiburo,F,,74,53,59,,,,,120,,,3832,,N,N,N,N,N,,
Cli354,2019/350,2019,43685,0.845833333,10,28 ?10.948',82 ?50.015',Y,87,84,Rod/Reel,Pinfish,13,Seagrass,Incoming,Dusk/calm,,Carcharhinus limbatus,F,,67.5,48.5,54,,,,,41,,,3840,,N,N,N,N,N,,
Rt186,2019/351,2019,43685,0.893055556,10,28 ?10.952',82 ?50.003',Y,87,83,Rod/Reel,Pigfish,13,Seagrass,Outgoing,Night/calm,,Rhizoprionodon terraenovae,M,M,81,61,67.5,,,,,41,,,3833,,N,N,N,N,N,,Mature male
Cli355,2019/352,2019,43685,0.902083333,10,28 ?10.957',82 ?50.005',Y,87,83,Rod/Reel,Pigfish,12.8,Seagrass,Outgoing,Night/calm,,Carcharhinus limbatus,M,I,66,47.5,53,,,,,44,,,3845,,N,N,N,N,N,,Immature male
St150,2019/353,2019,43685,0.931944444,10,28 ?10.874',82 ?49.828',Y,87,83,Rod/Reel,Squid,12.4,Seagrass,Outgoing,Night/calm,,Sphyrna tiburo,F,,78.5,57,64,,,,,43.5,,,3835,,N,N,N,N,N,,
Rt187,2019/354,2019,43685,0.935416667,10,28 ?10.876',82 ?49.828',Y,87,83,Rod/Reel,Squid,12.4,Seagrass,Outgoing,Night/calm,,Rhizoprionodon terraenovae,M,M,86,66,72.5,,,,,42,,,3839,,N,N,N,N,N,,Mature male
Rt188,2019/355,2019,43685,0.938888889,10,28 ?10.877',82 ?49.828',Y,87,83,Rod/Reel,Sardine,12.5,Seagrass,Outgoing,Night/calm,,Rhizoprionodon terraenovae,M,M,83.5,63,69,,,,,41,,,3846,,N,N,N,N,N,,Mature male
Rt189,2019/356,2019,43685,0.948611111,10,28 ?10.880',82 ?49.829',Y,87,83,Rod/Reel,Pinfish,12.4,Seagrass,Outgoing,Night/calm,,Rhizoprionodon terraenovae,M,M,85.5,64.5,70.5,,,,,44,,,3834,,N,N,N,N,N,,Mature male
Cli356,2019/357,2019,43685,0.952777778,10,28 ?10.879',82 ?49.828',Y,87,83,Rod/Reel,Squid,12.3,Seagrass,Outgoing,Night/calm,,Carcharhinus limbatus,M,I,60,43,49,,,,,40,,,3533,,N,N,N,N,N,,"Immature male, ray tag"
Cli357,2019/359,2019,43686,0.013888889,8,28 ?11.612',82 ?49.016',N,87,83,Rod/Reel,Pinfish,9.2,Seagrass,Outgoing,Night/calm,,Carcharhinus limbatus,M,I,69,50,55.5,,,,,41,,,3563,,N,N,N,N,N,,"Immature, ray tag"
Cli358,2019/360,2019,43686,0.586111111,27,28 ?05.087',82 ?49.985',Y,89,90,Tangle net,,4.9,Seagrass,Outgoing,Sunny/calm,,Carcharhinus limbatus,M,I,112,82,91,,,,,,,,3815,,N,N,N,N,N,,Immature male
Ha783,2019/361,2019,43689,0.60625,27,28 ?05.095',82 ?49.966',Y,89,89,Tangle net,,5.8,Seagrass,Outgoing,Cloudy/calm,,Hypanus americanus,M,I,,,,,,47.5,,,,,4213,,N,N,N,N,N,,Immature male
Hsy207,2019/362,2019,43689,0.634027778,27,28 ?05.087',82 ?49.943',Y,90,88,Tangle net,,5.6,Seagrass,Outgoing,Cloudy/calm,,Hypanus say,M,M,,,,,,43,,,,,2742,,N,N,N,N,N,,Mature male
St151,2019/366,2019,43690,0.888194444,10,28 ?11.009',82 ?49.750',Y,87,85,Longline,Mullet,11.7,Seagrass,Incoming,Night/calm,,Sphyrna tiburo,F,,88.5,66,72.5,,,,,123,,,3893,,N,N,N,N,N,,
St152,2019/366,2019,43690,0.888194444,10,28 ?11.009',82 ?49.750',Y,87,85,Longline,Mullet,11.7,Seagrass,Incoming,Night/calm,,Sphyrna tiburo,F,,96,74,81,,,,,80.5,,,3894,,N,N,N,N,N,,
Rt191,2019/363,2019,43690,0.730555556,10,28 ?10.928',82 ?49.996',Y,87,87,Rod/Reel,Spottail,11.3,Seagrass,Outgoing,Sunny/calm,,Rhizoprionodon terraenovae,M,M,83,62.5,68,,,,,43,,,3948,,N,N,N,N,N,,Mature male
Gci282,2019/364,2019,43690,0.865277778,10,28 ?10.976',82 ?49.865',Y,87,85,Rod/Reel,Pinfish,11.2,Seagrass,Incoming,Dusk/calm,,Ginglymostoma cirratum,F,,148,106,127,,,,,41,,,3886,,N,N,N,N,N,,
Cli359,2019/365,2019,43690,0.874305556,10,28 ?10.978',82 ?49.866',Y,87,85,Rod/Reel,Pigfish,11.4,Seagrass,Incoming,Night/calm,,Carcharhinus limbatus,F,,65.5,46.5,52,,,,,37,,,3885,,N,N,N,N,N,,Bite from larger shark when caught
Rt192,2019/367,2019,43690,0.920138889,10,28 ?10.971',82 ?49.859',Y,87,85,Rod/Reel,Pigfish,12.2,Seagrass,Incoming,Night/calm,,Rhizoprionodon terraenovae,M,M,85,65,71.5,,,,,42,,,3892,,N,N,N,N,N,,Mature male
Rt193,2019/368,2019,43690,0.936805556,10,28 ?10.971',82 ?49.859',Y,87,85,Rod/Reel,Pinfish,12.4,Seagrass,Incoming,Night/calm,,Rhizoprionodon terraenovae,M,M,80.5,61,66.5,,,,,41,,,3888,,N,N,N,N,N,,"Mature male, healed bite wound"
Rt194,2019/369,2019,43690,0.938194444,10,28 ?10.971',82 ?49.859',Y,87,85,Rod/Reel,Whiting,12.4,Seagrass,Incoming,Night/calm,,Rhizoprionodon terraenovae,M,M,85,64.5,71,,,,,38,,,3882,,N,N,N,N,N,,Mature male
Cli360,2019/370,2019,43690,0.946527778,10,28 ?10.972',82 ?49.861',Y,87,85,Rod/Reel,Pinfish,12.7,Seagrass,Incoming,Night/calm,,Carcharhinus limbatus,M,I,64.5,46,52,,,,,43,,,3930,,N,N,N,N,N,,Immature male
Gci283,2019/371,2019,43691,0.688194444,2,28 ?03.063',83 ?00.804',N,87,84,Longline,Mullet,41.5,Artificial Reef,Outgoing,Cloudy/windy,,Ginglymostoma cirratum,F,,180,123,144,,,,,82,,,3883,,N,N,N,N,N,,"Potentially tagged before, scar in tagging location"
Ha784,2019/372,2019,43692,0.470138889,45,28 ?04.987',82 ?48.111',N,84,83,Tangle net,,6.8,Seagrass,Incoming,Cloudy/windy,,Hypanus americanus,M,M,,,,,,46.5,,,,,4214,,N,N,N,N,N,,Mature male
Ha785,2019/373,2019,43692,0.501388889,45,28 ?04.964',82 ?48.083',N,84,83,Tangle net,,5,Seagrass,Incoming,Cloudy/windy,,Hypanus americanus,F,,,,,,,43,,,,,2746,,N,N,N,N,N,,
Ha786,2019/374,2019,43693,0.552083333,48,28 ?05.768',82 ?48.388',N,82,80,Tangle net,,5.5,Seagrass,Incoming,Raining/windy,,Hypanus americanus,M,M,,,,,,47.5,,,,,3276,,N,N,N,N,N,,Mature male
Ca189,2019/375,2019,43696,0.80625,5,28 ?08.562',82 ?52.087',N,82,87,Longline,Mullet,16,Sand,Outgoing,Sunny/calm,,Carcharhinus acronotus,M,M,107.5,80.5,88.5,,,,,74.6,,,3937,,N,N,N,N,N,,Mature male
Rt195,2019/376,2019,43696,0.946527778,8,28 ?10.960',82 ?48.929',N,82,81,Rod/Reel,Pinfish,12.5,Seagrass,Incoming,Night/calm,,Rhizoprionodon terraenovae,M,M,90.5,69.5,77,,,,,74.5,,,3850,,N,N,N,N,N,,Mature male
Rt196,2019/377,2019,43696,0.95625,10,28 ?10.959',82 ?49.927',Y,82,81,Rod/Reel,Pinfish,12.4,Seagrass,Incoming,Night/calm,,Rhizoprionodon terraenovae,M,M,85,64.5,71,,,,,39.5,,,3887,,N,N,N,N,N,,Mature male
Rt197,2019/378,2019,43696,0.9625,10,28 ?10.959',82 ?49.927',Y,82,81,Rod/Reel,Pinfish,12.6,Seagrass,Incoming,Night/calm,,Rhizoprionodon terraenovae,M,M,86.5,67,71.5,,,,,166,,,3889,,N,N,N,N,N,,Mature male
St153,2019/379,2019,43697,0.506944444,31,28 ?04.371',82 ?49.205',Y,82.5,86,Tangle net,,4.5,Seagrass,Incoming,Sunny/calm,,Sphyrna tiburo,F,,88,70.5,77,,,,,,,,3814,,N,N,N,N,N,,
Cli361,2019/380,2019,43697,0.663194444,48,28 ?05.781',82 ?48.396',N,84,88,Tangle net,,7.2,Seagrass,Incoming,Sunny/calm,,Carcharhinus limbatus,F,,117,85,95.5,,,,,,,,3812,,N,N,N,N,N,,
Cle11,2019/381,2019,43697,0.703472222,48,28 ?05.790',82 ?48.419',N,84,85,Tangle net,,8.5,Seagrass,Outgoing,Cloudy/calm,,Carcharhinus leucas,M,M,252,187,209,,,,,,,,3823,,N,N,N,N,N,,Mature male
Ca190,2019/382,2019,43698,0.440277778,20,28 ?06.242',82 ?49.638',Y,83,84,Longline,Mullet,8.3,Seagrass,Incoming,Sunny/calm,,Carcharhinus acronotus,M,M,108,82,91.5,,,,,92,,,3944,,N,N,N,N,N,,Mature male
Cli363,2019/384,2019,43698,0.616666667,10,28 ?11.351',82 ?50.030',Y,83,90,Longline,Mullet,11,Seagrass,Incoming,Sunny/calm,,Carcharhinus limbatus,F,,103,74.6,83,,,,,93.5,,,3899,,N,N,N,N,N,,
Cli364,2019/384,2019,43698,0.616666667,10,28 ?11.351',82 ?50.030',Y,83,90,Longline,Mullet,11,Seagrass,Incoming,Sunny/calm,,Carcharhinus limbatus,F,,128,92,104,,,,,104,,,3896,,N,N,N,N,N,,
Cli362,2019/384,2019,43698,0.616666667,10,28 ?11.351',82 ?50.030',Y,83,90,Longline,Mullet,11,Seagrass,Incoming,Sunny/calm,,Carcharhinus limbatus,F,,131.5,93.5,105,,,,,88,,,3927,,N,N,N,N,N,,
Rt198,2019/383,2019,43698,0.496527778,10,28 ?10.899',82 ?49.955',Y,83,88,Rod/Reel,Pinfish,12.2,Seagrass,Incoming,Sunny/calm,,Rhizoprionodon terraenovae,M,M,90.5,68,75,,,,,,,,3949,,N,N,N,N,N,,Mature male
Hsy208,2019/385,2019,43699,0.659722222,49,28 ?04.474',82 ?47.960',N,88,89,Tangle net,,5.2,Seagrass,Incoming,Sunny/calm,,Hypanus say,F,,,,,,,33.5,,,,,4186,,N,N,N,N,N,,
St154,2019/390,2019,43700,0.658333333,47,28 ?05.332',82 ?48.263',N,88,90,Cast net,,2.5,Seagrass,Incoming,Sunny/windy,,Sphyrna tiburo,F,,81,59.5,65,,,,,59.5,,,3928,,N,N,N,N,N,,
Hss24,2019/389,2019,43700,0.658333333,47,28 ?05.332',82 ?48.263',N,88,90,Dip net,,2.5,Seagrass,Incoming,Sunny/windy,,Hypanus sabinus,F,,,,,,,25.5,,,,,3325,,N,N,N,N,N,,
Gci284,2019/386,2019,43700,0.459027778,8,28 ?13.403',82 ?48.267',N,87,88,Longline,Mullet,7.2,Seagrass,Outgoing,Sunny/calm,,Ginglymostoma cirratum,M,I,152,104,123,,,,,103,,,3813,,N,N,N,N,N,,Immature male
Cli365,2019/387,2019,43700,0.527777778,10,28 ?11.375',82 ?50.144',Y,86,89,Longline,Mullet,8.8,Seagrass,Outgoing,Sunny/calm,,Carcharhinus limbatus,F,,121.5,88,98.5,,,,,111,,,3876,,N,N,N,N,N,,
Ha787,2019/388,2019,43700,0.616666667,10,28 ?10.966',82 ?50.083',Y,86,90,Rod/Reel,Pinfish,13.5,Seagrass,Incoming,Sunny/windy,,Hypanus americanus,F,,,,,,,88.5,,41,,,4199,,N,N,N,N,N,,
Ha788,2019/391,2019,43700,0.668055556,47,28 ?05.319',82 ?48.262',N,89,90,Tangle net,,4.5,Seagrass,Incoming,Sunny/windy,,Hypanus americanus,M,I,,,,,,48,,,,,4198,,N,N,N,N,N,,Immature male
Ha789,2019/392,2019,43738,0.639583333,47,28 ?05.312',82 ?48.286',N,83.3,87,Tangle net,,5.6,Seagrass,Outgoing,Sunny/windy,,Hypanus americanus,M,M,,,,,,50,,,,,2745,,N,N,N,N,N,,Mature male
Ha790,2019/393,2019,43738,0.677083333,47,28 ?05.318',82 ?48.282',N,83.4,87,Tangle net,,5.2,Seagrass,Outgoing,Sunny/windy,,Hypanus americanus,M,M,,,,,,47,,,,,4197,,N,N,N,N,N,,Mature male
Ha791,2019/394,2019,43738,0.714583333,49,28 ?04.450',82 ?48.006',N,83.5,85,Tangle net,,5,Seagrass,Outgoing,Sunny/windy,,Hypanus americanus,M,I,,,,,,43.5,,,,,2744,,N,N,N,N,N,,Immature male
Gci285,2019/395,2019,43739,0.493055556,42,28 ?00.786',82 ?53.439',N,83,84,Longline,Mullet,29.5,Artificial Reef,Incoming,Sunny/windy,,Ginglymostoma cirratum,M,I,146,103,119,,,,,166,,,3959,,N,N,N,N,N,,Immature male
Gci286,2019/395,2019,43739,0.493055556,42,28 ?00.786',82 ?53.439',N,83,84,Longline,Mullet,29.5,Artificial Reef,Incoming,Sunny/windy,,Ginglymostoma cirratum,M,I,159.5,111,127,,,,,83.5,,,3955,,N,N,N,N,N,,"Immature male, left pelvic fin is severly damaged - appears to have been caught in fishing line that cut into fin, however fishing line was gone"
Ha792,2019/396,2019,43740,0.439583333,31,28 ?04.403',82 ?49.191',Y,78.8,81,Tangle net,,7.4,Seagrass,Incoming,Sunny/windy,,Hypanus americanus,F,,,,,,,39.5,,,,,4195,,N,N,N,N,N,,
Ha793,2019/397,2019,43740,0.539583333,48,28 ?05.710',82 ?48.394',N,80.9,81,Tangle net,,4.9,Seagrass,Incoming,Sunny/windy,,Hypanus americanus,M,I,,,,,,33,,,,,4187,,N,N,N,N,N,,Immature male
Ha794,2019/398,2019,43740,0.575694444,47,28 ?05.320',82 ?48.273',N,81.1,89,Tangle net,,5.8,Seagrass,Incoming,Sunny/windy,,Hypanus americanus,F,,,,,,,37.8,,,,,3277,,N,N,N,N,N,,
Ha795,2019/398,2019,43740,0.575694444,47,28 ?05.320',82 ?48.273',N,81.1,89,Tangle net,,5.8,Seagrass,Incoming,Sunny/windy,,Hypanus americanus,M,I,,,,,,42.5,,,,,2743,,N,N,N,N,N,,Immature male
Ha796,2019/398,2019,43740,0.575694444,47,28 ?05.320',82 ?48.273',N,81.1,89,Tangle net,,5.8,Seagrass,Incoming,Sunny/windy,,Hypanus americanus,F,,,,,,,41.4,,,,,4188,,N,N,N,N,N,,
